6204.075774971    -0.021105991
6143.800229621    -0.037419355
6235.648679679    -0.008110599
6204.075774971    -0.032165899
6275.832376579    -0.000921659
6234.213547646    -0.021935484
6324.626865672    0.016497696
6274.397244546    -0.001198157
6364.810562572    0.025069124
6324.626865672    0.004331797
6404.994259472    0.031981567
6364.810562572    0.010967742
6433.696900115    0.032258065
6404.994259472    0.007096774
6509.758897819    0.014285714
6435.132032147    -0.005622120
6551.377726751    -0.014193548
6509.758897819    -0.037419355
6590.126291619    0.015668203
6549.942594719    -0.007557604
6620.264064294    0.011244240
6588.691159587    -0.016129032
6650.401836969    0.025345622
6618.828932262    -0.001751152
6700.631458094    0.025345622
6648.966704937    0.004331797
6739.380022962    0.017880184
6699.196326062    -0.006175115
6769.517795637    0.022027650
6739.380022962    -0.005898618
6825.487944891    -0.006451613
6768.082663605    -0.027465438
6874.282433984    -0.017235023
6825.487944891    -0.036589862
6924.512055109    -0.002027650
6874.282433984    -0.025253456
6964.695752009    0.011244240
6924.512055109    -0.011428571
6996.268656716    0.003225806
6964.695752009    -0.021658986
7024.971297359    0.022304147
6994.833524684    -0.002857143
7055.109070034    0.022304147
7024.971297359    -0.002857143
7095.292766935    0.028387097
7055.109070034    0.005161290
7135.476463835    0.024792627
7095.292766935    0.001566820
7182.835820896    0.039447005
7135.476463835    0.018433180
7240.241102181    -0.004792627
7181.400688863    -0.024700461
7268.943742824    -0.000645161
7240.241102181    -0.027188940
7300.516647532    -0.000368664
7268.943742824    -0.027741935
7350.746268657    -0.019447005
7299.081515499    -0.040184332
7380.884041332    -0.013364055
7349.311136625    -0.039907834
7411.021814007    0.011244240
7379.448909300    -0.015023041
7459.816303100    0.039170507
7409.586681975    0.017880184
7489.954075775    0.043870968
7459.816303100    0.014285714
7530.137772675    0.048294931
7489.954075775    0.023410138
7576.061997704    0.032811060
7528.702640643    0.010691244
7626.291618829    -0.011981567
7574.626865672    -0.032995392
7685.132032147    -0.001198157
7624.856486797    -0.020276498
7725.315729047    0.023963134
7685.132032147    0.000460829
7775.545350172    0.029493088
7725.315729047    0.007926267
7815.729047072    0.015391705
7775.545350172    -0.008110599
7845.866819747    0.006820276
7815.729047072    -0.020000000
7876.004592423    0.011520737
7844.431687715    -0.016405530
7904.707233065    0.029216590
7874.569460390    0.000460829
7960.677382319    0.001843318
7911.882893226    -0.019447005
8000.861079219    -0.005622120
7959.242250287    -0.028294931
8041.044776119    -0.005622120
8000.861079219    -0.030230415
8081.228473020    0.002119816
8041.044776119    -0.023041475
8119.977037887    0.030875576
8081.228473020    0.007096774
8171.641791045    0.031981567
8121.412169920    0.011520737
8221.871412170    0.014562212
8170.206659013    -0.005622120
8277.841561424    0.017880184
8221.871412170    -0.000645161
8307.979334099    -0.002304147
8277.841561424    -0.032165899
