368.2766191     -0.0120231
527.4423710     0.0360694
736.0043908     -0.0263584
807.3545554     0.0018497
848.5181120     0.0332948
886.9374314     0.0092486
922.6125137     -0.0064740
966.5203074     -0.0254335
1026.8935236     -0.0379191
1109.2206367     -0.0000000
1169.5938529     0.0152601
1208.0131723     0.0328324
1262.8979144     0.0166474
1326.0153677     0.0175723
1397.3655324     -0.0000000
1474.2041712     -0.0184971
1531.8331504     -0.0036994
1578.4851811     -0.0050867
1644.3468716     0.0328324
1690.9989023     0.0175723
1734.9066959     -0.0087861
1787.0472009     -0.0346821
1858.3973655     0.0036994
1943.4687157     0.0157225
2014.8188804     -0.0013873
2146.5422613     -0.0046243
2173.9846323     -0.0147977
2223.3809001     -0.0036994
2283.7541164     -0.0000000
2327.6619100     0.0143353
2374.3139407     0.0087861
2431.9429199     -0.0152601
2495.0603732     -0.0166474
2563.6663008     -0.0060116
2645.9934138     0.0041618
2698.1339188     0.0369942
2733.8090011     0.0295954
3194.8408342     -0.0064740
3249.7255763     -0.0101734
3299.1218441     -0.0073988
3348.5181120     0.0078613
3395.1701427     0.0101734
3428.1009879     0.0078613
3458.2875960     0.0004624
3521.4050494     -0.0060116
3584.5225027     -0.0157225
3614.7091109     -0.0106358
3655.8726674     -0.0050867
3710.7574094     0.0009249
3795.8287596     0.0106358
3834.2480790     0.0175723
3864.4346872     0.0055491
3897.3655324     0.0046243
3941.2733260     0.0129480
3979.6926454     -0.0166474
4020.8562020     -0.0097110
4072.9967069     -0.0023121
4114.1602634     0.0046243
4160.8122942     0.0129480
4210.2085620     0.0018497
4267.8375412     -0.0069364
4322.7222832     -0.0050867
4361.1416026     -0.0152601
4405.0493963     -0.0023121
4459.9341383     0.0060116
4514.8188804     0.0138728
4561.4709111     0.0129480
