3.20E+03	3.12E+01	-6.57E-03	6.20E-03
3.25E+03	2.65E+01	-1.07E-02	7.51E-03
3.30E+03	2.65E+01	-7.70E-03	7.14E-03
3.35E+03	2.65E+01	7.70E-03	7.32E-03
3.40E+03	2.03E+01	1.03E-02	7.89E-03
3.43E+03	1.40E+01	8.08E-03	8.64E-03
3.46E+03	1.56E+01	1.88E-04	8.64E-03
3.52E+03	4.84E+01	-5.82E-03	6.38E-03
3.59E+03	1.56E+01	-1.56E-02	9.77E-03
3.62E+03	1.56E+01	-1.07E-02	9.77E-03
3.66E+03	2.50E+01	-5.45E-03	7.51E-03
3.71E+03	2.97E+01	5.63E-04	6.95E-03
3.79E+03	2.65E+01	1.03E-02	8.64E-03
3.83E+03	1.40E+01	1.71E-02	1.01E-02
3.87E+03	1.56E+01	5.07E-03	1.11E-02
3.90E+03	1.87E+01	4.32E-03	9.20E-03
3.94E+03	2.50E+01	1.26E-02	8.08E-03
3.98E+03	1.72E+01	-1.67E-02	8.83E-03
4.02E+03	2.50E+01	-9.95E-03	6.38E-03
4.07E+03	2.50E+01	-2.44E-03	6.76E-03
4.12E+03	1.87E+01	4.32E-03	7.32E-03
4.16E+03	2.65E+01	1.30E-02	6.57E-03
4.21E+03	2.65E+01	1.69E-03	6.57E-03
4.27E+03	3.28E+01	-6.95E-03	8.08E-03
4.32E+03	2.03E+01	-5.45E-03	7.32E-03
4.36E+03	2.03E+01	-1.56E-02	6.95E-03
4.41E+03	2.65E+01	-2.44E-03	6.38E-03
4.46E+03	2.97E+01	5.82E-03	5.82E-03
4.52E+03	2.50E+01	1.37E-02	6.76E-03
4.56E+03	2.03E+01	2.82E-03	7.51E-03
4.61E+03	3.43E+01	-4.32E-03	5.45E-03
4.67E+03	2.97E+01	-3.94E-03	5.07E-03
4.72E+03	2.19E+01	-9.58E-03	6.95E-03
4.78E+03	3.75E+01	9.39E-04	5.45E-03
4.84E+03	2.50E+01	8.08E-03	5.82E-03
4.89E+03	2.50E+01	1.37E-02	5.82E-03
4.93E+03	2.19E+01	3.94E-03	7.14E-03
4.97E+03	1.87E+01	-6.95E-03	8.45E-03
5.08E+03	2.03E+01	-1.15E-02	5.82E-03
5.13E+03	3.43E+01	-6.95E-03	4.32E-03
5.20E+03	3.43E+01	-1.31E-03	4.32E-03
5.27E+03	3.59E+01	9.95E-03	4.51E-03
5.33E+03	1.87E+01	6.57E-03	6.01E-03
5.36E+03	1.87E+01	-1.15E-02	5.63E-03
5.42E+03	3.28E+01	-5.82E-03	4.51E-03
5.48E+03	2.65E+01	-1.31E-03	5.26E-03
5.53E+03	2.50E+01	-9.39E-04	5.26E-03
5.58E+03	2.97E+01	5.45E-03	4.69E-03
5.64E+03	2.97E+01	1.45E-02	5.45E-03
5.70E+03	2.81E+01	2.44E-03	8.83E-03
