6.17E+03	3.12E+01	-1.07E-02	4.32E-03
6.22E+03	1.56E+01	-1.45E-02	6.01E-03
6.25E+03	2.03E+01	-6.95E-03	5.26E-03
6.30E+03	2.50E+01	1.88E-04	4.69E-03
6.34E+03	2.03E+01	5.07E-03	5.26E-03
6.38E+03	1.87E+01	1.45E-02	5.45E-03
6.42E+03	1.56E+01	7.70E-03	6.38E-03
6.47E+03	3.75E+01	-2.07E-03	4.88E-03
6.53E+03	2.03E+01	-1.18E-02	5.82E-03
6.57E+03	2.03E+01	-4.69E-03	5.82E-03
6.60E+03	1.72E+01	-9.39E-04	6.76E-03
6.63E+03	1.56E+01	1.69E-03	6.57E-03
6.67E+03	2.50E+01	1.22E-02	5.26E-03
6.72E+03	2.03E+01	7.32E-03	6.01E-03
6.75E+03	1.56E+01	4.69E-03	6.95E-03
6.80E+03	2.81E+01	-1.31E-03	5.26E-03
6.85E+03	2.34E+01	-8.08E-03	4.69E-03
6.90E+03	2.50E+01	-1.90E-02	5.45E-03
6.94E+03	2.03E+01	2.44E-03	5.45E-03
6.98E+03	1.56E+01	8.45E-03	6.01E-03
7.01E+03	1.56E+01	5.45E-03	6.20E-03
7.04E+03	1.56E+01	5.45E-03	6.20E-03
7.07E+03	1.87E+01	8.45E-03	5.63E-03
7.11E+03	2.03E+01	7.32E-03	5.82E-03
7.16E+03	2.34E+01	-1.88E-04	5.07E-03
7.21E+03	2.97E+01	-9.39E-04	4.88E-03
7.25E+03	1.56E+01	-8.45E-03	6.38E-03
7.28E+03	1.72E+01	-4.69E-03	6.57E-03
7.32E+03	2.34E+01	-8.08E-03	5.07E-03
7.36E+03	1.56E+01	-2.07E-03	6.38E-03
7.39E+03	1.56E+01	-8.08E-03	6.20E-03
7.43E+03	2.50E+01	1.67E-02	5.07E-03
7.47E+03	1.56E+01	9.20E-03	7.14E-03
7.51E+03	1.87E+01	7.70E-03	5.63E-03
7.55E+03	2.34E+01	-5.45E-03	5.26E-03
7.60E+03	2.50E+01	-1.37E-02	5.07E-03
7.65E+03	2.97E+01	-2.07E-03	4.69E-03
7.70E+03	2.03E+01	6.95E-03	5.45E-03
7.75E+03	2.34E+01	6.20E-03	5.07E-03
7.79E+03	2.03E+01	5.07E-03	5.26E-03
7.83E+03	1.72E+01	1.15E-02	6.38E-03
7.86E+03	1.56E+01	5.45E-03	6.57E-03
7.88E+03	1.40E+01	-3.57E-03	6.57E-03
7.93E+03	2.34E+01	-1.31E-03	4.88E-03
7.98E+03	2.03E+01	-1.07E-02	5.26E-03
8.02E+03	2.03E+01	-4.32E-03	5.82E-03
8.06E+03	2.03E+01	-4.69E-03	5.45E-03
8.10E+03	2.03E+01	-3.57E-03	5.45E-03
8.14E+03	2.34E+01	1.22E-02	4.69E-03
8.19E+03	2.50E+01	9.20E-03	4.69E-03
8.25E+03	2.97E+01	1.69E-03	4.13E-03
8.29E+03	1.56E+01	-1.03E-02	6.95E-03
