3.68E+02	4.39E+01	-1.20E-02	1.11E-02
5.27E+02	1.65E+01	3.61E-02	1.96E-02
7.36E+02	4.94E+01	-2.64E-02	1.06E-02
8.07E+02	1.92E+01	1.85E-03	1.47E-02
8.49E+02	2.20E+01	3.33E-02	1.31E-02
8.87E+02	1.92E+01	9.25E-03	1.36E-02
9.23E+02	1.65E+01	-6.47E-03	1.87E-02
9.67E+02	2.74E+01	-2.54E-02	1.29E-02
1.03E+03	3.70E+01	-3.79E-02	1.31E-02
1.11E+03	1.37E+01	0.00E+00	1.01E-02
1.17E+03	1.37E+01	1.53E-02	1.87E-02
1.21E+03	2.61E+01	3.28E-02	1.61E-02
1.26E+03	3.16E+01	1.66E-02	1.31E-02
1.33E+03	3.16E+01	1.76E-02	1.22E-02
1.40E+03	3.02E+01	0.00E+00	1.68E-02
1.47E+03	4.53E+01	-1.85E-02	1.06E-02
1.53E+03	1.51E+01	-3.70E-03	1.77E-02
1.58E+03	3.16E+01	-5.09E-03	1.38E-02
1.64E+03	3.43E+01	3.28E-02	1.29E-02
1.69E+03	1.37E+01	1.76E-02	2.83E-02
1.73E+03	3.02E+01	-8.79E-03	1.94E-02
1.79E+03	2.47E+01	-3.47E-02	1.57E-02
1.86E+03	4.53E+01	3.70E-03	1.04E-02
1.94E+03	3.98E+01	1.57E-02	1.13E-02
2.01E+03	2.88E+01	-1.39E-03	1.50E-02
2.15E+03	1.65E+01	-4.62E-03	1.87E-02
2.17E+03	1.65E+01	-1.48E-02	1.52E-02
2.22E+03	3.43E+01	-3.70E-03	1.06E-02
2.28E+03	2.47E+01	0.00E+00	1.20E-02
2.33E+03	2.06E+01	1.43E-02	1.41E-02
2.37E+03	2.74E+01	8.79E-03	1.24E-02
2.43E+03	3.29E+01	-1.53E-02	1.27E-02
2.50E+03	3.02E+01	-1.66E-02	1.18E-02
2.56E+03	3.84E+01	-6.01E-03	1.01E-02
2.65E+03	3.98E+01	4.16E-03	1.04E-02
2.70E+03	1.65E+01	3.70E-02	1.66E-02
2.73E+03	2.06E+01	2.96E-02	1.64E-02
3.19E+03	2.74E+01	-6.47E-03	6.22E-03
3.25E+03	2.47E+01	-1.02E-02	7.83E-03
3.30E+03	2.74E+01	-7.40E-03	7.14E-03
3.35E+03	2.74E+01	7.86E-03	7.60E-03
3.40E+03	2.06E+01	1.02E-02	7.60E-03
3.43E+03	1.65E+01	7.86E-03	8.99E-03
3.46E+03	1.65E+01	4.62E-04	8.29E-03
3.52E+03	4.94E+01	-6.01E-03	6.68E-03
3.58E+03	1.37E+01	-1.57E-02	9.91E-03
3.61E+03	1.65E+01	-1.06E-02	9.91E-03
3.66E+03	2.47E+01	-5.09E-03	7.60E-03
3.71E+03	3.16E+01	9.25E-04	6.91E-03
3.80E+03	2.33E+01	1.06E-02	8.76E-03
3.83E+03	1.78E+01	1.76E-02	1.04E-02
3.86E+03	1.23E+01	5.55E-03	1.08E-02
3.90E+03	1.92E+01	4.62E-03	9.45E-03
3.94E+03	2.47E+01	1.29E-02	8.29E-03
3.98E+03	1.65E+01	-1.66E-02	8.99E-03
4.02E+03	2.74E+01	-9.71E-03	6.22E-03
4.07E+03	2.33E+01	-2.31E-03	6.45E-03
4.11E+03	2.20E+01	4.62E-03	7.37E-03
4.16E+03	2.33E+01	1.29E-02	6.45E-03
4.21E+03	2.61E+01	1.85E-03	6.68E-03
4.27E+03	3.43E+01	-6.94E-03	7.60E-03
4.32E+03	1.92E+01	-5.09E-03	7.37E-03
4.36E+03	1.92E+01	-1.53E-02	7.14E-03
4.41E+03	2.61E+01	-2.31E-03	5.99E-03
4.46E+03	3.02E+01	6.01E-03	5.53E-03
4.51E+03	2.61E+01	1.39E-02	6.68E-03
4.56E+03	1.92E+01	1.29E-02	7.83E-03
